納品日,取引先コード,VDRコード,取引先名(漢字),商品コード,便,JANコード,JAN区分,商品名(漢字),DEPT-CLASS,センター入数,パック入数,JANコード下4桁,商品名(カナ)
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,091078,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２１,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/21,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,091373,2,2309137300000,14,●Ｌつぶつぶたらこの和風パスタ　　　　　　　,03003,12,0,1373,Lﾂﾌﾞﾂﾌﾞﾀﾗｺﾉﾜﾌｳﾊﾟｽﾀ    ,
20231226,126951,218898,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,091601,2,2309160100000,14,金しゃり　柚子胡椒香る炙り帆立と切昆布　　　,01007,40,0,1601,ｷﾝｼｬﾘ ｱﾌﾞﾘﾎﾀﾃﾄｷﾘｺﾝﾌﾞ  ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,091902,2,4549737080627,1,●野菜市★人参　　　　　　　　　　　　　　　,16001,1,0,0627,ﾆﾝｼﾞﾝ                 ,
20231226,126608,221457,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,092128,2,2309212800000,14,●レタス楽しむローストビーフとローストチキン,02003,25,0,2128,ﾚﾀｽﾄﾀﾉｼﾑﾋﾞｰﾌﾄﾁｷﾝ      ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,092173,2,4549737136287,1,●野菜市★トマトパック　　　　　　　　　　　,16001,1,0,6287,ﾄﾏﾄﾊﾟｯｸ               ,
20231226,126969,266990,㈱ＳＣＩ（日本クッカリー伊勢崎）　　　　　　　　　,092261,2,2309226100000,14,●Ｌ大盛　じっくり煮込んだミートソース　　　,03003,6,0,2261,Lｵｵﾓﾘ ｼﾞｯｸﾘﾆｺﾝﾀﾞﾐｰﾄｿｰｽ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,092454,2,4549737133033,1,●野菜市★ミニトマト　　　　　　　　　　　　,16001,1,0,3033,ﾐﾆﾄﾏﾄ                 ,
20231226,126951,218898,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,092663,2,2309266300000,14,大きなおにぎり　唐揚マヨネーズ　　　　　　　,01007,32,0,2663,ｵｵｷﾅｵﾆｷﾞﾘｶﾗｱｹﾞﾏﾖﾈｰｽﾞ  ,
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,092844,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２２,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/22,
20231226,115606,230278,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,092844,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２２,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/22,
20231226,115606,230481,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,092844,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２２,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/22,
20231226,121908,743968,㈱ＳＣＩ（フレッシュダイナー）　　　　　　　　　　,092858,2,2309285800000,14,４種具材の中華おこわおにぎり　　　　　　　　,01007,50,0,2858,4ｼｭｸﾞｻﾞｲﾉﾁｭｳｶｵｺﾜｵﾆｷﾞﾘ ,
20231226,115606,230278,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,092913,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２３,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/23,
20231226,115606,230481,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,092913,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２３,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/23,
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,092913,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２３,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/23,
20231226,126632,226548,㈱サンデリカ　ＣＦ　　　　　　　　　　　　　　　　,092961,2,4906882011898,1,●ＣＦ　冷やし焼き芋　　　　　　ピック付き　,16011,20,0,1898,CFﾋﾔｼﾔｷｲﾓﾋﾟｯｸﾂｷ       ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,092964,2,2309296400000,14,●ちょい　チーズとろけすぎ？！な溶岩風パスタ,03003,11,0,2964,ﾁｮｲ ﾁｰｽﾞﾄﾛｹｽｷﾞﾅﾖｳｶﾞﾝﾌｳ,
20231226,126951,218898,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,093321,2,2309332100000,14,●手巻おにぎり　明太クリームチーズ　　　　　,01007,45,0,3321,ﾃﾏｷ ﾒﾝﾀｲｸﾘｰﾑﾁｰｽﾞ      ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,093334,2,4904730025196,1,Ｌ－１８卵乳小麦を使わないケーキ　１２／２　,13006,1,0,5196,ﾀﾏｺﾞﾆｭｳｦﾂｶﾜﾅｲｹｰｷ 12/2 ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,093374,2,4904730025196,1,Ｌ－１８卵乳小麦を使わないケーキ　１２／３　,13006,1,0,5196,ﾀﾏｺﾞﾆｭｳｦﾂｶﾜﾅｲｹｰｷ 12/3 ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093394,2,4903423006672,1,０１０９　エリア別ＰＯＰ（沖縄）　第２週　　,19100,1,0,6672,0109 ｴﾘｱﾍﾞﾂPOP ｵｷﾅﾜ ﾀﾞ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093394,2,4903423006672,1,０１０９　エリア別ＰＯＰ（沖縄）　第２週　　,19100,1,0,6672,0109 ｴﾘｱﾍﾞﾂPOP ｵｷﾅﾜ ﾀﾞ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093394,2,4903423006672,1,０１０９　エリア別ＰＯＰ（沖縄）　第２週　　,19100,1,0,6672,0109 ｴﾘｱﾍﾞﾂPOP ｵｷﾅﾜ ﾀﾞ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093432,2,4903423007457,1,１２２７　ベーカリーＡ４ＰＯＰ　ジョブチュー,19100,1,0,7457,1227 ﾍﾞｰｶﾘｰA4POP ｼﾞｮﾌﾞ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093432,2,4903423007457,1,１２２７　ベーカリーＡ４ＰＯＰ　ジョブチュー,19100,1,0,7457,1227 ﾍﾞｰｶﾘｰA4POP ｼﾞｮﾌﾞ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093432,2,4903423007457,1,１２２７　ベーカリーＡ４ＰＯＰ　ジョブチュー,19100,1,0,7457,1227 ﾍﾞｰｶﾘｰA4POP ｼﾞｮﾌﾞ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093513,2,4903423007624,1,０１０９　エリア別ＰＯＰ（中部）　第２週　　,19100,1,0,7624,0109 ｴﾘｱﾍﾞﾂPOP ﾁｭｳﾌﾞ ﾀ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093513,2,4903423007624,1,０１０９　エリア別ＰＯＰ（中部）　第２週　　,19100,1,0,7624,0109 ｴﾘｱﾍﾞﾂPOP ﾁｭｳﾌﾞ ﾀ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093513,2,4903423007624,1,０１０９　エリア別ＰＯＰ（中部）　第２週　　,19100,1,0,7624,0109 ｴﾘｱﾍﾞﾂPOP ﾁｭｳﾌﾞ ﾀ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093548,2,4903423007679,1,０１０９　エリア別ＰＯＰ（九州）　第２週　　,19100,1,0,7679,0109 ｴﾘｱﾍﾞﾂPOP ｷｭｳｼｭｳ ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093548,2,4903423007679,1,０１０９　エリア別ＰＯＰ（九州）　第２週　　,19100,1,0,7679,0109 ｴﾘｱﾍﾞﾂPOP ｷｭｳｼｭｳ ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093548,2,4903423007679,1,０１０９　エリア別ＰＯＰ（九州）　第２週　　,19100,1,0,7679,0109 ｴﾘｱﾍﾞﾂPOP ｷｭｳｼｭｳ ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,093570,2,4904730025196,1,Ｌ－１８卵乳小麦を使わないケーキ　１２／４　,13006,1,0,5196,ﾀﾏｺﾞﾆｭｳｦﾂｶﾜﾅｲｹｰｷ 12/4 ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093602,2,4903423007693,1,１２２６　【Ｏ】単品ＰＯＰ　ジョブチューン　,19100,1,0,7693,1226 (O)ﾀﾝﾋﾟﾝPOP ｼﾞｮﾌﾞ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093602,2,4903423007693,1,１２２６　【Ｏ】単品ＰＯＰ　ジョブチューン　,19100,1,0,7693,1226 (O)ﾀﾝﾋﾟﾝPOP ｼﾞｮﾌﾞ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093602,2,4903423007693,1,１２２６　【Ｏ】単品ＰＯＰ　ジョブチューン　,19100,1,0,7693,1226 (O)ﾀﾝﾋﾟﾝPOP ｼﾞｮﾌﾞ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,093619,2,2309361900000,14,●１食分の野菜が摂れる！冷しまぜそば　　　　,03001,9,0,3619,1ｼｮｸﾌﾞﾝﾔｻｲﾄﾚﾙﾋﾔｼﾏｾﾞｿﾊﾞ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,093650,2,4904730025196,1,Ｌ－１８卵乳小麦を使わないケーキ　１２／５　,13006,1,0,5196,ﾀﾏｺﾞﾆｭｳｦﾂｶﾜﾅｲｹｰｷ 12/5 ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093661,2,4903423007754,1,０１０９　エリア別ＰＯＰ（北海道）　第２週　,19100,1,0,7754,0109 ｴﾘｱﾍﾞﾂPOP ﾎｯｶｲﾄﾞｳ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093661,2,4903423007754,1,０１０９　エリア別ＰＯＰ（北海道）　第２週　,19100,1,0,7754,0109 ｴﾘｱﾍﾞﾂPOP ﾎｯｶｲﾄﾞｳ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093661,2,4903423007754,1,０１０９　エリア別ＰＯＰ（北海道）　第２週　,19100,1,0,7754,0109 ｴﾘｱﾍﾞﾂPOP ﾎｯｶｲﾄﾞｳ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,093677,2,4904730025196,1,Ｌ－１８卵乳小麦を使わないケーキ　１２／６　,13006,1,0,5196,ﾀﾏｺﾞﾆｭｳｦﾂｶﾜﾅｲｹｰｷ 12/6 ,
20231226,115606,230481,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093684,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２４,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/24,
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093684,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２４,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/24,
20231226,115606,230278,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093684,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２４,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/24,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093700,2,4903423015896,1,０１０９　エリア別ＰＯＰ（中国）　第２週　　,19100,1,0,5896,0109 ｴﾘｱﾍﾞﾂPOP ﾁｭｳｺﾞｸ ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093700,2,4903423015896,1,０１０９　エリア別ＰＯＰ（中国）　第２週　　,19100,1,0,5896,0109 ｴﾘｱﾍﾞﾂPOP ﾁｭｳｺﾞｸ ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093700,2,4903423015896,1,０１０９　エリア別ＰＯＰ（中国）　第２週　　,19100,1,0,5896,0109 ｴﾘｱﾍﾞﾂPOP ﾁｭｳｺﾞｸ ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093742,2,4903423015902,1,０１０９　エリア別ＰＯＰ（四国）　第２週　　,19100,1,0,5902,0109 ｴﾘｱﾍﾞﾂPOP ｼｺｸ ﾀﾞｲ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093742,2,4903423015902,1,０１０９　エリア別ＰＯＰ（四国）　第２週　　,19100,1,0,5902,0109 ｴﾘｱﾍﾞﾂPOP ｼｺｸ ﾀﾞｲ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093742,2,4903423015902,1,０１０９　エリア別ＰＯＰ（四国）　第２週　　,19100,1,0,5902,0109 ｴﾘｱﾍﾞﾂPOP ｼｺｸ ﾀﾞｲ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093777,2,4903423018811,1,０１０１　レジ上吊下げ　恵方巻アプリ予約施策,19100,1,0,8811,0101 ﾚｼﾞｳｴﾂﾘｻｹﾞ ｴﾎｳﾏｷｱ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093777,2,4903423018811,1,０１０１　レジ上吊下げ　恵方巻アプリ予約施策,19100,1,0,8811,0101 ﾚｼﾞｳｴﾂﾘｻｹﾞ ｴﾎｳﾏｷｱ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093777,2,4903423018811,1,０１０１　レジ上吊下げ　恵方巻アプリ予約施策,19100,1,0,8811,0101 ﾚｼﾞｳｴﾂﾘｻｹﾞ ｴﾎｳﾏｷｱ,
20231226,115606,230278,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093796,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２５,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/25,
20231226,115606,230481,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093796,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２５,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/25,
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093796,2,4903110513919,1,Ｙ－３８　きかんしゃトーマス　５号１２／２５,13006,1,0,3919,ｷｶﾝｼｬﾄｰﾏｽ 5ｺﾞｳ   12/25,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,093797,2,4549737086278,1,●野菜市★長ねぎ　　　　　　　　　　　　　　,16001,1,0,6278,ﾅｶﾞﾈｷﾞ                ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093815,2,4903423019580,1,１２２７　中華まん　特撰肉まん１００円引　什,19100,1,0,9580,1227 ﾁｭｳｶﾏﾝ ﾄｸｾﾝﾆｸﾏﾝ10,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093815,2,4903423019580,1,１２２７　中華まん　特撰肉まん１００円引　什,19100,1,0,9580,1227 ﾁｭｳｶﾏﾝ ﾄｸｾﾝﾆｸﾏﾝ10,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093815,2,4903423019580,1,１２２７　中華まん　特撰肉まん１００円引　什,19100,1,0,9580,1227 ﾁｭｳｶﾏﾝ ﾄｸｾﾝﾆｸﾏﾝ10,
20231226,115606,230481,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093837,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／１９,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/19,
20231226,115606,230278,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093837,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／１９,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/19,
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093837,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／１９,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/19,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093866,2,4903423027103,1,０１０９　エリア別ＰＯＰ（近畿）　第２週　　,19100,1,0,7103,0109 ｴﾘｱﾍﾞﾂPOP ｷﾝｷ ﾀﾞｲ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093866,2,4903423027103,1,０１０９　エリア別ＰＯＰ（近畿）　第２週　　,19100,1,0,7103,0109 ｴﾘｱﾍﾞﾂPOP ｷﾝｷ ﾀﾞｲ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093866,2,4903423027103,1,０１０９　エリア別ＰＯＰ（近畿）　第２週　　,19100,1,0,7103,0109 ｴﾘｱﾍﾞﾂPOP ｷﾝｷ ﾀﾞｲ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,093901,2,4904730025196,1,Ｌ－１８卵乳小麦を使わないケーキ　１２／７　,13006,1,0,5196,ﾀﾏｺﾞﾆｭｳｦﾂｶﾜﾅｲｹｰｷ 12/7 ,
20231226,115606,230278,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093902,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２０,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/20,
20231226,115606,230481,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093902,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２０,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/20,
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,093902,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２０,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/20,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093904,2,4903423027172,1,０１０９　エリア別ＰＯＰ（関東）　第２週　　,19100,1,0,7172,0109 ｴﾘｱﾍﾞﾂPOP ｶﾝﾄｳ ﾀﾞ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093904,2,4903423027172,1,０１０９　エリア別ＰＯＰ（関東）　第２週　　,19100,1,0,7172,0109 ｴﾘｱﾍﾞﾂPOP ｶﾝﾄｳ ﾀﾞ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093904,2,4903423027172,1,０１０９　エリア別ＰＯＰ（関東）　第２週　　,19100,1,0,7172,0109 ｴﾘｱﾍﾞﾂPOP ｶﾝﾄｳ ﾀﾞ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,093963,2,4903423027189,1,１２２６　【Ｚ】コーナーカウンターＡ３ポスタ,19100,1,0,7189,1226 (Z)ｺｰﾅｰｶｳﾝﾀｰA3ﾎﾟｽ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,093963,2,4903423027189,1,１２２６　【Ｚ】コーナーカウンターＡ３ポスタ,19100,1,0,7189,1226 (Z)ｺｰﾅｰｶｳﾝﾀｰA3ﾎﾟｽ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,093963,2,4903423027189,1,１２２６　【Ｚ】コーナーカウンターＡ３ポスタ,19100,1,0,7189,1226 (Z)ｺｰﾅｰｶｳﾝﾀｰA3ﾎﾟｽ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,093964,2,4904730025196,1,Ｌ－１８卵乳小麦を使わないケーキ　１２／８　,13006,1,0,5196,ﾀﾏｺﾞﾆｭｳｦﾂｶﾜﾅｲｹｰｷ 12/8 ,
20231226,126951,218898,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,094012,2,2309401200000,14,金しゃりおにぎり　焼鮭ほぐしと塩すじこ　　　,01007,40,0,4012,ｷﾝｼｬﾘ ﾔｷｻｹﾎｸﾞｼﾄｼｵｽｼﾞｺ ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,094013,2,4903423027219,1,１２２６　新型店頭幕（大）　２０２３年もスイ,19100,1,0,7219,1226 ｼﾝｶﾞﾀﾃﾝﾄｳﾏｸ(ﾀﾞｲ) ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,094013,2,4903423027219,1,１２２６　新型店頭幕（大）　２０２３年もスイ,19100,1,0,7219,1226 ｼﾝｶﾞﾀﾃﾝﾄｳﾏｸ(ﾀﾞｲ) ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,094013,2,4903423027219,1,１２２６　新型店頭幕（大）　２０２３年もスイ,19100,1,0,7219,1226 ｼﾝｶﾞﾀﾃﾝﾄｳﾏｸ(ﾀﾞｲ) ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,094066,2,4549737143254,1,●野菜市★玉ねぎ　　　　　　　　　　　　　　,16001,1,0,3254,ﾀﾏﾈｷﾞ                 ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,094102,2,4903423028094,1,１２２６【プリペイドカード】ＵーＮＥＸＴポイ,19100,1,0,8094,1226(ﾌﾟﾘﾍﾟｲﾄﾞｶｰﾄﾞ)U-NE,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,094102,2,4903423028094,1,１２２６【プリペイドカード】ＵーＮＥＸＴポイ,19100,1,0,8094,1226(ﾌﾟﾘﾍﾟｲﾄﾞｶｰﾄﾞ)U-NE,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,094102,2,4903423028094,1,１２２６【プリペイドカード】ＵーＮＥＸＴポイ,19100,1,0,8094,1226(ﾌﾟﾘﾍﾟｲﾄﾞｶｰﾄﾞ)U-NE,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,094153,2,4903423028926,1,０１０９　エリア別ＰＯＰ（東北）　第２週　　,19100,1,0,8926,0109 ｴﾘｱﾍﾞﾂPOP ﾄｳﾎｸ ﾀﾞ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,094153,2,4903423028926,1,０１０９　エリア別ＰＯＰ（東北）　第２週　　,19100,1,0,8926,0109 ｴﾘｱﾍﾞﾂPOP ﾄｳﾎｸ ﾀﾞ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,094153,2,4903423028926,1,０１０９　エリア別ＰＯＰ（東北）　第２週　　,19100,1,0,8926,0109 ｴﾘｱﾍﾞﾂPOP ﾄｳﾎｸ ﾀﾞ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,094200,2,4903423028940,1,１２２６　【Ｏ】コーナーカウンターＡ３ポスタ,19100,1,0,8940,1226 (O)ｺｰﾅｰｶｳﾝﾀｰA3ﾎﾟｽ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,094200,2,4903423028940,1,１２２６　【Ｏ】コーナーカウンターＡ３ポスタ,19100,1,0,8940,1226 (O)ｺｰﾅｰｶｳﾝﾀｰA3ﾎﾟｽ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,094200,2,4903423028940,1,１２２６　【Ｏ】コーナーカウンターＡ３ポスタ,19100,1,0,8940,1226 (O)ｺｰﾅｰｶｳﾝﾀｰA3ﾎﾟｽ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,094251,2,4903423029039,1,０１０１県政だよりみえ１月号　　　　　　　　,19100,1,0,9039,0101ｹﾝｾｲﾀﾞﾖﾘﾐｴ1ｶﾞﾂｺﾞｳ ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,094251,2,4903423029039,1,０１０１県政だよりみえ１月号　　　　　　　　,19100,1,0,9039,0101ｹﾝｾｲﾀﾞﾖﾘﾐｴ1ｶﾞﾂｺﾞｳ ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,094251,2,4903423029039,1,０１０１県政だよりみえ１月号　　　　　　　　,19100,1,0,9039,0101ｹﾝｾｲﾀﾞﾖﾘﾐｴ1ｶﾞﾂｺﾞｳ ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,094274,2,2309427400000,14,●Ｌ大盛　こってり仕立てのナポリタン　　　　,03003,6,0,4274,Lｵｵﾓﾘ ｺｯﾃﾘｼﾞﾀﾃﾉﾅﾎﾟﾘﾀﾝ ,
20231226,115606,230481,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,094275,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２１,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/21,
20231226,115606,230278,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,094275,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２１,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/21,
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,094275,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２１,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/21,
20231226,115606,230278,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,094282,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２２,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/22,
20231226,115606,230481,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,094282,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２２,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/22,
20231226,115606,265853,山崎製パン㈱　ケーキ　　　　　　　　　　　　　　　,094282,2,4903110513933,1,Ｙ－３２　プリキュア　５号　　　　１２／２２,13006,1,0,3933,ﾌﾟﾘｷｭｱ 5ｺﾞｳ      12/22,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,094307,2,4903423029138,1,０１０１石川県庁情報冊子一式　　　　　　　　,19100,1,0,9138,0101ｲｼｶﾜｹﾝﾁｮｳｼﾞｮｳﾎｳｻｯｼ,
